council,council_short,FMP_FEP,stock,common_name,sci_name,tier_level,type,notes,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Demersal shelf rockfish,quillback rockfish,,6,catch-based,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Demersal shelf rockfish,copper rockfish,,6,catch-based,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Demersal shelf rockfish,rosethorn rockfish,,6,catch-based,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Demersal shelf rockfish,China rockfish,,6,catch-based,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Demersal shelf rockfish,canary rockfish,,6,catch-based,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Demersal shelf rockfish,tiger rockfish,,6,catch-based,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Dusky rockfish,Dusky rockfish,,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Flathead sole,Flathead sole,,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Northern rockfish,Northern rockfish,,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Octopus,Octopus,,6,catch-based,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,sharpchin rockfish,S. zacentrus,4,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,yellowtail rockfish,S. flavidus,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,yellowmouth rockfish,S. reedi ,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,widow rockfish,S. entomelas,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,vermilion rockfish,S. miniatus ,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,stripetail rockfish,S. saxicola,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,splitnose rockfish,S. diploproa,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,silvergray rockfish,S. brevispinis ,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,redstripe rockfish,S. proriger,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,redbanded rockfish,S. babcocki,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,pygmy rockfish ,S. wilsoni ,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,harlequin rockfish ,S. variegatus,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,greenstriped rockfish,S. elongates,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,darkblotched rockfish,S. crameri,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,Chilipepper,S. goodie ,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,bocaccio ,S. paucispinis ,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,blackgill rockfish,S. melanostomus,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-demersal sub-group,canary rockfish,S. pinniger,6,catch-based,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-demersal sub-group,China rockfish,S. nebulosus,6,catch-based,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-demersal sub-group,copper rockfish,S. caurinus,6,catch-based,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-demersal sub-group,quillback rockfish,S. maliger,6,catch-based,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-demersal sub-group,rosethorn rockfish,S. helvomaculatus,6,catch-based,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-demersal sub-group,tiger rockfish,S. nigrocinctus,6,catch-based,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-demersal sub-group,yelloweye rockfish,S. ruberrimus,6,catch-based,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-demersal sub-group,shortbelly rockfish,S. jordani,6,catch-based,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-demersal sub-group,aurora rockfish,S. aurora,6,catch-based,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Other rockfish-demersal sub-group,northern rockfish,S. polyspinis,6,catch-based,Tier not listed,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Pacific cod,Pacific cod,,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Pacific ocean perch,Pacific ocean perch,,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Pollock,Pollock,,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Rex sole,Rex sole,,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Rougheye & blackspotted rockfish,Rougheye rockfish,,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Rougheye & blackspotted rockfish,blackspotted rockfish,,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Sablefish,Sablefish,,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Shallow water flatfish,Yellowfin sole ,Pleuronectes asper,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Shallow water flatfish,Starry flounder ,Platichthys stellatus,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Shallow water flatfish,Butter sole,Pleuronectes isolepis,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Shallow water flatfish,English sole ,Pleuronectes vetulus,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Shallow water flatfish,Alaska plaice ,Pleuronectes quadrituberculatus,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Shallow water flatfish,Sand sole ,Psettichthys melanostictus,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Northern rock sole,Northern rock sole,Lepidopsetta polyxystra,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Southern rock sole,Southern rock sole,Pleuronectes bilineata,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Sharks-Spiny dogfish,Spiny dogfish,,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Sharks,pacific sleeper shark,,6,catch-based,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Sharks,salmon shark,,6,catch-based,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Sharks,other/unidentifed sharks,,6,catch-based,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Shortraker rockfish,Shortraker rockfish,,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Skates,Big skate,Beringraja binoculata,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Skates,longnose skates,Raja rhina,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Skates,other skates,,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,GOA groundfish FMP,Thornyhead rockfish,Thornyhead rockfish,,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Alaska plaice,Alaska plaice,,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Aleutian Islands Pacific cod,Aleutian Islands Pacific cod,,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Aleutian Islands pollock,Aleutian Islands pollock,,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Arrowtooth flounder,Arrowtooth flounder,,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Atka mackerel,Atka mackerel,,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Bogoslof Island Pollock,Bogoslof Island Pollock,,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Eastern Bering Sea Pacific Cod,Eastern Bering Sea Pacific Cod,,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Eastern Bering Sea pollock,Eastern Bering Sea pollock,,1,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Flathead sole,Flathead sole,,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Greenland Turbot,Greenland Turbot,,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Kamchatka flounder,Kamchatka flounder,,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Northern Rock sole,Northern Rock sole,,1,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Northern rockfish,Northern rockfish,,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Octopus,Octopus,,6,catch-based,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,Arctic flounder,Liopsetta glacialis,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,butter sole,Isopsetta isolepis,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,curlfin sole,Pleuronectes decurrens,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,deepsea sole ,Embassichths bathybius,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,Dover sole ,Microstomus pacificus,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,English sole,Parophrys vetulus,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,longhead dab,Limanda proboscidea,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,Pacific sanddab,Citharichthys sordidus,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,petrale sole,Eopsetta jordani,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,rex sole,Glyptocephalus zachirus,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,roughscale sole,Clidodoerma asperrimum,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,sand sole,Psettichthys melanostictus,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,slender sole,Lyopsetta exilis,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,starry flounder,Platichthys stellatus,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,Sakhalin sole,Limanda sakhalinensis,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other rockfish,Other rockfish,"24 species, including unidentified",5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Pacific ocean perch,Pacific ocean perch,,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Rougheye & blackspotted rockfish,Rougheye rockfish,Sebastes aleutianus,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Rougheye & blackspotted rockfish,blackspotted rockfish,Sebastes melanostictus,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Sablefish,Sablefish,,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Sharks,spiny dogfish,,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Sharks,Pacific sleeper shark,,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Sharks,salmon shark,,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Sharks,other/unidentified sharks,,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Shortraker rockfish,Shortraker rockfish,,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Skates,Other skates,,5,constant F,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Skates,Alaska skate,,3,ramped F with cutoff,,,,,,
North Pacific Fishery Management Council,NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Yellowfin sole,Yellowfin sole,,1,ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific coastal pelagics FMP,Pacific sardine,Pacific sardine,Sardinops sagax caerulea,Active,Ramped with biomass cutoff and environmental-link,,,,,,
Pacific Fishery Management Council,PFMC,Pacific coastal pelagics FMP,Pacific chub mackerel,Pacific chub mackerel,Scomber colias,Active,Ramped with biomass cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific coastal pelagics FMP,Northern anchovy,Northern anchovy,Engraulis mordax,Monitored,catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific coastal pelagics FMP,Market squid,Market squid,Doryteuthis opalescens,Monitored,catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific coastal pelagics FMP,Jack mackerel,Jack mackerel,Trachurus symmetricus,Monitored,catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific coastal pelagics FMP,Krill,Krill,Euphausia pacifica,Prohibited,harvest prohibited,,,,,,
Pacific Fishery Management Council,PFMC,Pacific coastal pelagics FMP,Krill,Krill,Thysanoessa spinifera,Prohibited,harvest prohibited,,,,,,
Pacific Fishery Management Council,PFMC,Pacific coastal pelagics FMP,Krill,Krill,Nyctiphanes simplex,Prohibited,harvest prohibited,,,,,,
Pacific Fishery Management Council,PFMC,Pacific coastal pelagics FMP,Krill,Krill,Nematocelis difficilis,Prohibited,harvest prohibited,,,,,,
Pacific Fishery Management Council,PFMC,Pacific coastal pelagics FMP,Krill,Krill,T. gregaria,Prohibited,harvest prohibited,,,,,,
Pacific Fishery Management Council,PFMC,Pacific coastal pelagics FMP,Krill,Krill,E. recurva,Prohibited,harvest prohibited,,,,,,
Pacific Fishery Management Council,PFMC,Pacific coastal pelagics FMP,Krill,Krill,E. gibboides,Prohibited,harvest prohibited,,,,,,
Pacific Fishery Management Council,PFMC,Pacific coastal pelagics FMP,Krill,Krill,E. eximia,Prohibited,harvest prohibited,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,OR-Black Rockfish,Black Rockfish,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,OR-Blue,Blue,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,3427 - 42-Cabezon,Cabezon,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 3427-Cabezon,Cabezon,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,OR-Cabezon,Cabezon,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,OR-Kelp Greenling,Kelp Greenling,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,WA-Cabezon,Cabezon,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,WA-Kelp Greenling,Kelp Greenling,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 3427-Cowcod,Cowcod,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,4010 - 3427-Cowcod,Cowcod,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 3427-Longspine Thornyhead,Longspine Thornyhead,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 3427-Longspine Thornyhead,Longspine Thornyhead,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,42 - 4010-Blue,Blue,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Brown,Brown,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,4010 - 4616-China,China,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,WA-China,China,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,WA-Copper,Copper,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,OR-Copper,Copper,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,42 - 4010-Copper,Copper,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,OR-Quillback,Quillback,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Black and Yellow,Black and Yellow,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,WA-Blue,Blue,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Calico,Calico,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Gopher,Gopher,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Grass,Grass,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Kelp,Kelp,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Olive,Olive,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,WA-Quillback,Quillback,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Treefish,Treefish,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,4010 - 3427-Blue,Blue,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Brown,Brown,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-China,China,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,4010 - 3427-Copper,Copper,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 3427-Copper,Copper,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Gopher,Gopher,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 3427-Blue,Blue,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Calico,Calico,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Grass,Grass,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Kelp,Kelp,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Olive,Olive,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Treefish,Treefish,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CA-Kelp Greenling,Kelp Greenling,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CW-Leopard Shark,Leopard Shark,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CW-Rex Sole,Rex Sole,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CW-Butter Sole,Butter Sole,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CW-Curlfin Sole,Curlfin Sole,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CW-Flathead Sole,Flathead Sole,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CW-Pacific Sanddab,Pacific Sanddab,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CW-Rock Sole,Rock Sole,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CW-Sand Sole,Sand Sole,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 36-Sablefish,Sablefish,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 36-Sablefish,Sablefish,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Chilipepper,Chilipepper,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,42 - 4010-Vermilion,Vermilion,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,OR-Vermilion,Vermilion,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,42 - 4010-Greenspotted,Greenspotted,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,42 - 4010-Squarespot,Squarespot,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,WA-Vermilion,Vermilion,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Bocaccio,Bocaccio,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Bronzespotted,Bronzespotted,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Chameleon,Chameleon,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Cowcod,Cowcod,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Flag,Flag,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Freckled,Freckled,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Greenblotched,Greenblotched,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,WA - OR-Greenspotted,Greenspotted,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Greenstriped,Greenstriped,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Halfbanded,Halfbanded,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Harlequin,Harlequin,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Honeycomb,Honeycomb,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Mexican,Mexican,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Pink,Pink,,3 (Year Based),catch-based,,,,,,
