"stockid","stocklong","assessid","assessor_id","assess_method","country","region","area","family","species","comm_name"
"SSALMLOSTR","Sockeye salmon Lost River","ADFG-SSALMLOSTR-1972-2002-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Lost River","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMLRIVER","Sockeye salmon Little River","ADFG-SSALMLRIVER-1975-2004-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Little River","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMLUPPERS","Sockeye salmon Late Upper Station","ADFG-SSALMLUPPERS-1970-1999-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Late Upper Station","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMLWASH","Sockeye salmon Lake Washington","WDFW-SSALMLWASH-1967-2003-HIVELY","WDFW","Unknown","USA","US West Coast (Pacific Salmon)","Lake Washington","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMMALINAL","Sockeye salmon Malina Lake","ADFG-SSALMMALINAL-1969-2004-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Malina Lake","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMMCDONALD","Sockeye salmon McDonald","ADFG-SSALMMCDONALD-1982-2001-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","McDonald","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMNAKNEK","Sockeye salmon Naknek","ADFG-SSALMNAKNEK-1953-2005-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Naknek","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMNELSONR","Sockeye salmon Nelson River","ADFG-SSALMNELSONR-1981-2005-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Nelson River","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMNUSHAGAK","Sockeye salmon Nushagak","ADFG-SSALMNUSHAGAK-1952-2005-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Nushagak","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMNUYAKUK","Sockeye salmon Nuyakuk","ADFG-SSALMNUYAKUK-1952-1988-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Nuyakuk","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMORZINSKIL","Sockeye salmon Orzinski Lake","ADFG-SSALMORZINSKIL-1990-2005-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Orzinski Lake","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMPASAGSHAKR","Sockeye salmon Pasagshak River","ADFG-SSALMPASAGSHAKR-1968-2003-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Pasagshak River","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMPAULSBD","Sockeye salmon Pauls Bay Drainage","ADFG-SSALMPAULSBD-1969-2004-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Pauls Bay Drainage","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMQUIN","Sockeye salmon Quinault","WDFW-SSALMQUIN-1975-2003-HIVELY","WDFW","Unknown","USA","US West Coast (Pacific Salmon)","Quinault","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMREDOUBTL","Sockeye salmon Redoubt Lake","ADFG-SSALMREDOUBTL-1979-2002-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Redoubt Lake","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMSALTERYL","Sockeye salmon Saltery Lake","ADFG-SSALMSALTERYL-1976-2003-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Saltery Lake","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMSANDYR","Sockeye salmon Sandy River","ADFG-SSALMSANDYR-1994-2005-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Sandy River","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMSITUKR","Sockeye salmon Situk River","ADFG-SSALMSITUKR-1976-2002-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Situk River","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMSPEELL","Sockeye salmon Speel Lake","ADFG-SSALMSPEELL-1983-2002-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Speel Lake","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMSTIKINE","Sockeye salmon Stikine (District108)","ADFG-SSALMSTIKINE-1982-2001-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Stikine (District108)","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMTAHLTAN","Sockeye salmon Tahltan","ADFG-SSALMTAHLTAN-1979-2004-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Tahltan","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMTAKUR","Sockeye salmon Taku River","ADFG-SSALMTAKUR-1984-2002-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Taku River","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMTOGIAK","Sockeye salmon Togiak","ADFG-SSALMTOGIAK-1953-2005-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Togiak","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMUCOOKI","Sockeye salmon Upper Cook Inlet","ADFG-SSALMUCOOKI-1964-1998-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Upper Cook Inlet","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMUGANIKL","Sockeye salmon Uganik Lake","ADFG-SSALMUGANIKL-1974-2003-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Uganik Lake","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMUGASHIK","Sockeye salmon Ugashik","ADFG-SSALMUGASHIK-1953-2005-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Ugashik","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSALMWOOD","Sockeye salmon Wood","ADFG-SSALMWOOD-1953-2005-HIVELY","ADFG","Unknown","USA","US Alaska (Pacific Salmon)","Wood","Salmonidae","Oncorhynchus nerka","Sockeye salmon"
"SSKAT5YZSNE","Smooth skate Gulf of Maine / Georges Bank-Southern New England","NEFSC-SSKAT5YZSNE-1963-2005-SOSEBEE","NEFSC","Survey indices","USA","US East Coast","Gulf of Maine / Georges Bank-Southern New England","Rajidae","Malacoraja senta","Smooth skate"
"SSTHORNHGA","Shortspine thornyhead Gulf of Alaska","AFSC-SSTHORNHGA-1980-2014-SISIMP2016","AFSC","Unknown","USA","US Alaska","Gulf of Alaska","Sebastidae","Sebastolobus alascanus","Shortspine thornyhead"
"SSTHORNHPCOAST","Shortspine thornyhead Pacific Coast","NWFSC-SSTHORNHPCOAST-1901-2013-SISIMP2016","NWFSC","SS3","USA","US West Coast","Pacific Coast","Sebastidae","Sebastolobus alascanus","Shortspine thornyhead"
"STFLOUNNPCOAST","Starry flounder Northern Pacific Coast","SWFSC-STFLOUNNPCOAST-1970-2005-STANTON","SWFSC","SS2","USA","US West Coast","Northern Pacific Coast","Pleuronectidae","Platichthys stellatus","Starry flounder"
"STFLOUNSPCOAST","Starry flounder Southern Pacific Coast","SWFSC-STFLOUNSPCOAST-1970-2005-STANTON","SWFSC","SS2","USA","US West Coast","Southern Pacific Coast","Pleuronectidae","Platichthys stellatus","Starry flounder"
"STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras","NEFSC-STRIPEDBASSGOMCHATT-1981-2012-HIVELY","NEFSC","SCA","USA","US East Coast","Gulf of Maine / Cape Hatteras","Moronidae","Morone saxatilis","Striped bass"
"SURFMATLC","Atlantic surfclam Mid-Atlantic Coast","NEFSC-SURFMATLC-1982-2011-SISIMP2016","NEFSC","SS2","USA","US East Coast","Mid-Atlantic Coast","Mactridae","Spisula solidissima","Atlantic surfclam"
"TANNERCRABBSAI","Tanner crab Bering Sea and Aleutian Islands","AFSC-TANNERCRABBSAI-1965-2015-SISIMP2016","AFSC","Unknown","USA","US Alaska","Bering Sea and Aleutian Islands","Oregoniidae","Chionoecetes bairdi","Tanner crab"
"TILEGM","Tilefish Gulf of Mexico","SEFSC-TILEGM-1965-2009-HIVELY","SEFSC","SS3","USA","US Southeast and Gulf","Gulf of Mexico","Malacanthidae","Lopholatilus chamaeleonticeps","Tilefish"
"TILEMATLC","Tilefish Mid-Atlantic Coast","NEFSC-TILEMATLC-1915-2012-HIVELY","NEFSC","ASAP","USA","US East Coast","Mid-Atlantic Coast","Malacanthidae","Lopholatilus chamaeleonticeps","Tilefish"
"TILESATLC","Tilefish Southern Atlantic coast","SEFSC-TILESATLC-1962-2014-SISIMP2016","SEFSC","BAM","USA","US Southeast and Gulf","Southern Atlantic coast","Malacanthidae","Lopholatilus chamaeleonticeps","Tilefish"
"TSKAT5YZSNE","Thorny skate Gulf of Maine / Georges Bank-Southern New England","NEFSC-TSKAT5YZSNE-1963-2005-SOSEBEE","NEFSC","Survey indices","USA","US East Coast","Gulf of Maine / Georges Bank-Southern New England","Rajidae","Amblyraja radiata","Thorny skate"
"VSNAPGM","Vermilion snapper Gulf of Mexico","SEFSC-VSNAPGM-1950-2014-SISIMP2016","SEFSC","SS3","USA","US Southeast and Gulf","Gulf of Mexico","Lutjanidae","Rhomboplites aurorubens","Vermilion snapper"
"VSNAPSATLC","Vermilion snapper Southern Atlantic coast","SEFSC-VSNAPSATLC-1945-2012-HIVELY","SEFSC","BAM","USA","US Southeast and Gulf","Southern Atlantic coast","Lutjanidae","Rhomboplites aurorubens","Vermilion snapper"
"WEAKFISHATLC","Weakfish Atlantic Coast","NEFSC-WEAKFISHATLC-1981-2008-STANTON","NEFSC","ADAPT","USA","US East Coast","Atlantic Coast","Sciaenidae","Cynoscion regalis","Weakfish"
"WHAKEGBGOM","White hake Gulf of Maine / Georges Bank","NEFSC-WHAKEGBGOM-1963-2014-SISIMP2016","NEFSC","ASAP","USA","US East Coast","Gulf of Maine / Georges Bank","Phycidae","Urophycis tenuis","White hake"
"WINDOWGOMGB","Windowpane flounder Gulf of Maine / Georges Bank","NEFSC-WINDOWGOMGB-1975-2014-SISIMP2016","NEFSC","AIM","USA","US East Coast","Gulf of Maine / Georges Bank","Scophthalmidae","Scophthalmus aquosus","Windowpane flounder"
"WINDOWSNEMATL","Windowpane flounder Southern New England /Mid Atlantic","NEFSC-WINDOWSNEMATL-1975-2014-SISIMP2016","NEFSC","AIM","USA","US East Coast","Southern New England /Mid Atlantic","Scophthalmidae","Scophthalmus aquosus","Windowpane flounder"
"WINFLOUN5Z","Winter flounder Georges Bank","NEFSC-WINFLOUN5Z-1982-2014-SISIMP2016","NEFSC","ADAPT","USA","US East Coast","Georges Bank","Pleuronectidae","Pseudopleuronectes americanus","Winter flounder"
"WINFLOUND5Y","Winter flounder Gulf of Maine","NEFSC-WINFLOUND5Y-2009-2014-SISIMP2016","NEFSC","Unknown","USA","US East Coast","Gulf of Maine","Pleuronectidae","Pseudopleuronectes americanus","Winter flounder"
"WINFLOUNSNEMATL","Winter flounder Southern New England /Mid Atlantic","NEFSC-WINFLOUNSNEMATL-1980-2013-SISIMP2016","NEFSC","ASAP","USA","US East Coast","Southern New England /Mid Atlantic","Pleuronectidae","Pseudopleuronectes americanus","Winter flounder"
"WITFLOUN5Y","Witch flounder Gulf of Maine","NEFSC-WITFLOUN5Y-1982-2014-SISIMP2016","NEFSC","VPA","USA","US East Coast","Gulf of Maine","Pleuronectidae","Glyptocephalus cynoglossus","Witch flounder"
"WPOLLAI","Walleye pollock Aleutian Islands","AFSC-WPOLLAI-1978-2015-SISIMP2016","AFSC","Unknown","USA","US Alaska","Aleutian Islands","Gadidae","Gadus chalcogrammus","Walleye pollock"
"WPOLLBOGO","Walleye pollock Bogoslof","AFSC-WPOLLBOGO-1977-2014-SISIMP2016","AFSC","Unknown","USA","US Alaska","Bogoslof","Gadidae","Gadus chalcogrammus","Walleye pollock"
"WPOLLEBS","Walleye pollock Eastern Bering Sea","AFSC-WPOLLEBS-1963-2015-HIVELY","AFSC","IA","USA","US Alaska","Eastern Bering Sea","Gadidae","Gadus chalcogrammus","Walleye pollock"
"WPOLLGA","Walleye pollock Gulf of Alaska","AFSC-WPOLLGA-1970-2015-SISIMP2016","AFSC","Unknown","USA","US Alaska","Gulf of Alaska","Gadidae","Gadus chalcogrammus","Walleye pollock"
"WROCKPCOAST","Widow rockfish Pacific Coast","NWFSC-WROCKPCOAST-1916-2015-SISIMP2016","NWFSC","SS3","USA","US West Coast","Pacific Coast","Sebastidae","Sebastes entomelas","Widow rockfish"
"WSHRIMPGM","White shrimp Gulf of Mexico","SEFSC-WSHRIMPGM-1984-2014-SISIMP2016","SEFSC","SS3","USA","US Southeast and Gulf","Gulf of Mexico","Penaeidae","Litopenaeus setiferus","White shrimp"
"WSKAT5YCHATT","Winter skate Gulf of Maine / Cape Hatteras","NEFSC-WSKAT5YCHATT-1967-2005-SOSEBEE","NEFSC","Survey indices","USA","US East Coast","Gulf of Maine / Cape Hatteras","Rajidae","Leucoraja ocellata","Winter skate"
"WVSCALLALASKA","Weathervane scallop Alaska","AFSC-WVSCALLALASKA-1994-2015-SISIMP2016","AFSC","Unknown","USA","US Alaska","Alaska","Pectinidae","Patinopecten caurinus","Weathervane scallop"
"YEGROUPGM","Yellowedge grouper Gulf of Mexico","SEFSC-YEGROUPGM-1975-2009-HIVELY","SEFSC","SS3","USA","US Southeast and Gulf","Gulf of Mexico","Serranidae","Hyporthodus flavolimbatus","Yellowedge grouper"
"YELLCCODGOM","Yellowtail flounder Cape Cod / Gulf of Maine","NEFSC-YELLCCODGOM-1985-2014-SISIMP2016","NEFSC","VPA","USA","US East Coast","Cape Cod / Gulf of Maine","Pleuronectidae","Limanda ferruginea","Yellowtail flounder"
"YELLGB","Yellowtail flounder Georges Bank","NEFSC-YELLGB-1935-2015-WATSON","NEFSC","SURBA","USA","US East Coast","Georges Bank","Pleuronectidae","Limanda ferruginea","Yellowtail flounder"
"YELLSNEMATL","Yellowtail flounder Southern New England /Mid Atlantic","NEFSC-YELLSNEMATL-1973-2014-SISIMP2016","NEFSC","ASAP","USA","US East Coast","Southern New England /Mid Atlantic","Pleuronectidae","Limanda ferruginea","Yellowtail flounder"
"YEYEROCKGA","Yelloweye rockfish Gulf of Alaska","AFSC-YEYEROCKGA-1990-2014-SISIMP2016","AFSC","Unknown","USA","US Alaska","Gulf of Alaska","Sebastidae","Sebastes ruberrimus","Yelloweye rockfish"
"YEYEROCKPCOAST","Yelloweye rockfish Pacific Coast","NWFSC-YEYEROCKPCOAST-1916-2015-SISIMP2016","NWFSC","SS3","USA","US West Coast","Pacific Coast","Sebastidae","Sebastes ruberrimus","Yelloweye rockfish"
"YSOLEBSAI","Yellowfin sole Bering Sea and Aleutian Islands","AFSC-YSOLEBSAI-1954-2015-SISIMP2016","AFSC","Unknown","USA","US Alaska","Bering Sea and Aleutian Islands","Pleuronectidae","Limanda aspera","Yellowfin sole"
"YTROCKNPCOAST","Yellowtail rockfish Northern Pacific Coast","NWFSC-YTROCKNPCOAST-1892-2012-SISIMP2016","NWFSC","SS3","USA","US West Coast","Northern Pacific Coast","Sebastidae","Sebastes flavidus","Yellowtail rockfish"
"YTSNAPSATLCGM","Yellowtail snapper Southern Atlantic coast and Gulf of Mexico","SEFSC-YTSNAPSATLCGM-1950-2011-HIVELY","SEFSC","ASAP","USA","US Southeast and Gulf","Southern Atlantic coast and Gulf of Mexico","Lutjanidae","Ocyurus chrysurus","Yellowtail snapper"
